Name,ID,Instagram,Wikipedia,SpotifyFollowers,MonthlyListeners,Singles,TopTrackPlays,EarliestAlbum,MonthSinceRelease,Albums,AppearsOn,DiscoveredOn
Gbmnutron,4EfvuRX05W5WiDkij0nTbq,-1,-1,12340,170081,37,8071644,2017-09-01,59,3,37,91
LB199X,2Q0j8jCsQAW5hMUeKuEryM,https://instagram.com/lb199x,-1,2440,42582,8,2060958,-1,-1,0,40,93
Ben Rector,4AapPt7H6bGH4i7chTulpI,https://instagram.com/ben_rector,https://en.wikipedia.org/wiki/Ben_Rector,323161,2685311,10,110493600,2008-10-01,166,10,5,89
IIIDAZE,3vmXHPahjIFcm6C5L8Zvit,https://instagram.com/threexdaze,-1,2364,37551,7,3944714,2018-07-13,49,1,1,92
Jacquees,4tMm1dU6Gn04VAZ9ClHcIZ,https://instagram.com/jacquees,https://en.wikipedia.org/wiki/Jacquees,2196094,3792664,32,177021725,2014-03-25,101,7,134,90
ZICO,4XpUIb8uuNlIWVKmgKZXC0,https://instagram.com/woozico0914/,-1,1184021,1834048,21,134536845,-1,-1,0,54,91
Zbonics,7yAXGmj99ynCImo1cr8UEI,-1,-1,1060,7826,3,575271,2008-01-01,175,2,0,92
EE,0jWGiEfSygYEYbd423XARv,-1,-1,104,363377,3,2082911,-1,-1,0,2,92
Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,https://instagram.com/aliceinchains,https://en.wikipedia.org/wiki/Alice_in_Chains,4075105,6021955,7,251099716,1990-08-01,384,8,17,90
M.BRONX,3jbqK4VihAncvAJWgcidZG,https://instagram.com/mbronxmusic,-1,1910,308798,11,5409023,-1,-1,0,32,89
The Walters,027TpXKGwdXP7iwbjUSpV8,https://instagram.com/thewalters_,-1,392539,9906645,9,592987529,2015-12-23,80,1,228,93
YLA Howe,27sUtl9tQzUh6xeYXmORY4,https://instagram.com/ylahowe,-1,1327,73726,9,3111366,-1,-1,0,1,93
Irma Thomas,01Z8Z9K54zewyP04ZfGLSv,-1,-1,83630,740055,4,41571828,2001-01-01,259,26,119,89
SawanoHiroyuki[nZk]:Yosh,2LjjIxKVSELsdFKkmABPNT,-1,-1,14089,74586,1,5272090,-1,-1,0,6,92
Omer Adam,1IAEef07H0fd9aA8aUHUlL,https://instagram.com/omeradam10,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%9E%D7%A8_%D7%90%D7%93%D7%9D,980179,730206,78,14837599,2011-06-01,134,11,13,91
wonder,7w65Lll0zgO7LkK51MvOqk,https://instagram.com/wondsr,-1,18404,62260,22,3284643,2019-10-27,34,2,19,97
Kayos KF,6sAVp1U2N61SR2o6BtAwMC,https://instagram.com/Kayoskf38,-1,726,14204,7,198369,-1,-1,0,4,94
Zsos,2KJntQgoVp7ss15isvbax6,-1,-1,6,40281,1,544664,-1,-1,0,0,95
Tim McGraw,6roFdX1y5BYSbp60OTJWMd,-1,-1,4092290,7342626,19,187871075,2014-01-01,103,23,205,90
Westside Gunn,0ABk515kENDyATUdpCKVfW,-1,-1,281736,2258037,22,44927483,2018-11-03,45,18,118,92
L'haine,7tXH4uI7BOE7hFBazlah0q,https://instagram.com/elodiosiempregana,-1,13287,137825,21,3861667,2019-05-24,39,2,7,92
The Steeldrivers,3bLSAQPeix7Xm2e5Gtn48R,https://instagram.com/thesteeldrivers/,-1,269773,1638803,1,48700176,2008-01-15,175,5,8,90
Erik Satie,459INk8vcC0ebEef82WjIK,-1,-1,674524,3577135,74,91837105,2021-12-03,8,150,1089,95
GCash,1vgVSN9vreJqcg7DNpSnkC,-1,-1,3125,4015,2,250628,-1,-1,0,0,99
NTO,7ry8L53T4oJtSIogGYuioq,https://instagram.com/ntomusic/,-1,200991,1719231,43,24309248,2016-03-11,77,2,77,91
AJR,6s22t5Y3prQHyaHWUN1R1C,https://instagram.com/ajrbrothers,-1,2429228,11658078,19,606542052,2013-12-30,104,6,130,88
A-LOW Rx,6HzTuCKcvFhYqMEWrfQ8gu,https://instagram.com/alowrx_thagoat/,-1,2110,30954,15,1630183,2019-04-03,40,2,5,92
SUNMI,6MoXcK2GyGg7FIyxPU5yW6,https://instagram.com/miyayeah,-1,2573255,2918870,17,162776642,-1,-1,0,5,90
Lumidee,1IO0GVa1xjkFMXsg66FiE9,https://instagram.com/lumidee,-1,98582,1098568,23,57586567,2003-01-01,235,3,111,92
LVCK,68QplKBnl2hnvnF0WDoT0G,-1,-1,2185,39269,3,1979156,-1,-1,0,1,93
The Whitest Kids U' Know,7DqYXQaCPEYDpvy3uUEqZy,-1,-1,7948,15873,0,470694,2006-10-17,190,1,0,62
DJ Xquizit,2ktbQba5UHb9nnV6VaBqPR,https://instagram.com/djxquizit,-1,1159,26132,91,1581889,2014-08-29,96,2,168,90
FNS.PHILLY,1NvGXylbmBrYs5ixrVJuMB,-1,-1,1755,42162,14,290212,-1,-1,0,2,91
Antonín Dvořák,6n7nd5iceYpXVwcx8VPpxF,-1,-1,503314,1724153,94,38633542,2022-03-04,5,672,230,94
GT,7FSWGfmrePxoAVxt5uWs4D,-1,-1,753,28676,11,9197718,-1,-1,0,90,88
Uzair Jaswal,3xbeS8ZmDEW7zgEd0IdArM,https://instagram.com/uzairjaswalofficial,https://en.wikipedia.org/wiki/Uzair_Jaswal,2648,524041,2,10568574,2021-12-29,8,1,12,94
Joshua Bassett,4VdV2qRAYBLINR6uU72V1J,https://instagram.com/joshuatbassett,https://en.wikipedia.org/wiki/Joshua_Bassett_(actor),795282,3691943,21,71779750,-1,-1,0,30,92
The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,https://instagram.com/pussycatdolls,-1,5220502,9412866,19,416426767,2005-01-01,211,3,493,92
PvssyCat,6ctlU7z2EqhgtXOYcHtEGC,https://instagram.com/pvssy_cat/,-1,1651,36581,19,996894,-1,-1,0,39,94
Ztilo,1uPb5F4DnNgIsLC1PhZC4U,https://instagram.com/ztilomusic,-1,538,4467,9,152277,2021-11-12,9,1,0,28
Speaker Knockerz,3KuLo66B73btyQpdXlkqFx,https://instagram.com/talibandztbg/,-1,612003,915667,23,112326684,2013-04-18,112,4,13,88
Uutherside,5GjDUdxGVbDVSnP1fDrhh9,-1,-1,1058,1260,10,347406,-1,-1,0,0,17
Luci4,1CbA4z6JauNQnHzOErDQL6,-1,-1,104474,1437791,15,54043722,-1,-1,0,20,93
VMYOU,2AqylYPGetARZTQJ9Ug0Se,-1,-1,354,5609,21,160311,-1,-1,0,0,49
Gloria Trevi,1Db5GsIoVWYktPoD2nnPZZ,https://instagram.com/gloriatrevi,-1,3751441,5714697,44,123498510,2013-01-01,115,25,1045,93
Crown The Empire,2vKiJjsgjgqIECUyYeIVvO,https://instagram.com/crowntheempire,-1,465949,686530,11,25867747,2011-11-29,129,8,6,87
Giorgia O'queef,1qZdvB8FqJPv9EBnMxdSif,-1,-1,2,964,0,312425,-1,-1,0,1,3
K. J. Yesudas,2wPsNCwhEGb0KvChZ5DD52,-1,-1,3011050,2379258,156,5750858,2021-01-12,19,225,518,97
$yta,55ysU1vNsNZvxzPdRdrKYE,-1,-1,4,4062,4,63499,-1,-1,0,0,6
Peter Gabriel,7C4sUpWGlTy7IANjruj02I,https://instagram.com/itspetergabriel,-1,1380256,4820183,4,178084476,1994-09-13,335,22,45,91
OH MY GIRL,2019zR22qK2RBvCqtudBaI,https://instagram.com/wm_ohmygirl,-1,1498108,1343870,39,56775465,2016-12-30,68,6,4,93
DJ Ws da Igrejinha,0NB5wv4kn6A919CLHUKRmk,-1,-1,93803,626009,61,11644980,-1,-1,0,16,94
Snail's House,29O9ZebFa65aIEvMaW5pQY,https://instagram.com/loudnessfete,-1,333412,529805,34,30898155,2016-03-29,77,9,22,90
fknsyd,4fHFFvChjfjG7sAseTwiXd,https://instagram.com/fknsyd,-1,4196,407948,13,5013176,-1,-1,0,27,93
Chase Atlantic,7cYEt1pqMgXJdq00hAwVpT,https://instagram.com/chaseatlantic,https://en.wikipedia.org/wiki/Chase_Atlantic,3511625,10527882,22,315007568,2017-10-04,58,4,136,91
Zsundere,76o90Z9qPTjwd4Q9bDPWYs,https://instagram.com/zsundere,-1,4790,12609,17,252379,2020-09-20,23,2,2,48
Box the Oxford,1yrDEqCcvp18b76yNPfoYX,-1,-1,2222,44363,4,3199205,2016-10-29,70,1,0,91
Candy Lo,51ZbCFgOspWvhBjd1DUYEV,-1,-1,67553,339073,11,22041408,1999-08-10,276,12,22,92
RJD2,1O3ZOjqFLEnbpZexcRjocn,-1,-1,343385,694258,21,88745212,2010-01-19,151,18,50,86
Eon Zero,7mkjJXcIIgW5F92qaNFV98,https://instagram.com/eonzero,-1,1892,42371,52,1402253,2019-12-06,32,1,17,91
Ujjwal Kashyap,6RzPQpJ5z2JkOJlmsCVxJq,-1,-1,499,10617,7,246339,-1,-1,0,1,37
Yung Bruh,5zqElSKxpyDnnxs3MUDzug,https://instagram.com/Yung_Bruh,-1,38948,124091,18,2671979,2014-08-15,96,2,14,93
Kenshi Yonezu,1snhtMLeb2DYoMOcVbb8iB,https://instagram.com/hachi_08/,-1,4023309,3252597,17,147157135,2010-02-07,150,6,4,92
Razzle Dazzle,4qDnfTieyMRlJovd3Sm1BO,-1,-1,984,641,0,32630,2006-07-11,193,2,3,16
Lndoner,0CfAjz9xgWzVTurMYXM9P7,-1,-1,6,88800,3,104265,-1,-1,0,0,18
Robert Uhlmarash,2vqIWqdgT8Hgo1hVv69ilv,-1,-1,303,207321,0,15827548,-1,-1,0,2,94
K'Mac,7oWX9kggj3LQXuTuo0D4b1,-1,-1,226,38036,13,991892,2012-02-14,126,3,16,93
Effe Qyd,2WnvRuyK9yOKGdooHAxs2y,-1,-1,200,1403,3,57149,-1,-1,0,0,44
Chris Young,4BYxqVkZyFjtik7crYLg5Q,https://instagram.com/chrisyoungmusic,-1,2605689,5194907,11,207455918,2006-10-02,190,9,23,90
Zxenny,5kfdaFnRTwiXY7CqiNY6ME,-1,-1,11,862,5,57810,-1,-1,0,1,4
Wilma Vritra,4bTUUfUPhp9CENuMnDoiyT,-1,https://en.wikipedia.org/wiki/Wilma_Archer,7468,84288,7,2621894,2019-04-05,40,2,0,92
ALISA UENO,0WuYfDB2hAYzybfAd75fvb,-1,-1,1548,566,0,246538,-1,-1,0,17,8
Jquintana el Imparable,5kYAxgauoNIdy3RvzyxCGz,https://instagram.com/jquintana_official,-1,158,142,21,49538,2017-07-09,61,2,0,0
Mina,3HL1CyOnDLFJo1Rr8YBlKy,https://instagram.com/mina_mazzini_official,-1,646728,1232340,17,17465472,2014-06-10,98,75,249,92
Qfish,5T2jnVO9cIxAjrQWu1aEGN,https://instagram.com/qfishmusic/,-1,99,11270,7,112166,-1,-1,0,0,21
LTGTR,3RJrdtcF6gU2MaQtzczmqR,https://instagram.com/official_ltgtr,-1,9078,85894,32,3530402,-1,-1,0,10,91
Desislava Zlateva,73QK3Pk0z5PJP771NRt1cT,https://instagram.com/desislavazlateva,-1,52,282,5,146582,-1,-1,0,7,5
Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,https://instagram.com/conangray,-1,6285397,21048044,13,946812769,2020-03-20,29,2,640,92
Chicago Symphony Orchestra,6TD08jYeuN128P2MZTbc8E,https://instagram.com/chicagosymphony,-1,63533,432430,6,6628753,2019-03-01,41,251,730,94
CJ The X,1yfkQxIJuL59BYR0ba44zn,https://instagram.com/cjthex,-1,3175,3892,5,83846,2018-09-14,47,2,1,28
GFBF,0yb9GlUifSqy5jwRrU20zL,-1,-1,3532,1674,4,223453,-1,-1,0,1,19
The Aquadolls,75dqW38mCNfvNv9G3nqIE5,https://instagram.com/theaquadolls/,-1,29401,95616,11,4097003,2012-08-31,120,4,2,92
Ahmad Lewis,4X3nIh5dynzfAQmy1Z5hXI,-1,-1,8868,117666,1,8194402,1994-05-20,339,1,133,89
Kid Rock,7dOBabd5O4CvKrg4iriHTM,-1,-1,2111878,5691910,19,362389181,1998-08-05,288,12,365,90
Uma Mohan,3IJsrpcwlIt9wYIFISmc4q,-1,-1,37505,386872,3,9386902,2013-02-15,114,30,46,95
Tasha Cobbs Leonard,5YxebzzreNswbtYC1td4cx,https://instagram.com/tashacobbsleonard,https://en.wikipedia.org/wiki/Tasha_Cobbs_Leonard,891889,868890,17,26465168,2010-06-25,146,9,137,92
Placebo,6RZUqkomCmb8zCRqc9eznB,https://instagram.com/placeboworld,-1,1696299,4161958,12,127312678,1996-06-17,314,10,4,88
vb,0MwoAGUkTS0E1spoSOtbXd,-1,-1,9,54768,5,29027652,-1,-1,0,4,92
Yellow Days,3dv4Q4q3LWOnbLJnC6GgTY,https://instagram.com/yellowdayss,-1,437749,1169675,21,63470504,2016-11-18,69,3,0,90
Kwon Jin Ah,0kRAVpQhUUArA8UnYwEdeZ,https://instagram.com/kwonhodoo,-1,87791,586442,27,11736964,2016-09-19,71,2,19,93
Krispel,24fugYvvI7Tckcutl3YqKM,-1,-1,30686,129871,98,2358490,2021-04-02,16,2,16,92
Peach Tree Rascals,0imE3buPhAowREqCrr4CYe,https://instagram.com/peachtreerascal,-1,202766,3555774,25,284775591,2021-03-26,17,1,216,93
Lovejoy,33tFkBLsl6f8TjKkV0uF0C,-1,-1,1147198,1619032,2,89629456,2021-10-14,10,1,1,93
Beautiful Chorus,1bL7zNdRZRQtgMnMpsCh0K,https://instagram.com/beautifulchorus,-1,134917,491560,10,20468593,2012-04-14,124,9,4,93
SB The Moor,0uLgpnAccyXqXbDlmdZKsX,-1,-1,798,4236,7,721683,2014-06-17,98,7,11,25
Ishay Ribo,3VTm1513t2LL1mSKzzyQuj,https://instagram.com/ishayribo_official/,https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%99_%D7%A8%D7%99%D7%91%D7%95,460309,331082,37,13503644,2014-01-01,103,6,10,92
Buckwheat Zydeco,31ioFU3ADV6npBP7ykNvtF,-1,-1,16542,38446,0,1058393,1994-01-01,343,16,71,89
Nessa Barrett,7pwufEBGfggjoI8twqlsmQ,https://instagram.com/nessabarrett,-1,819403,7588924,19,121511790,-1,-1,0,96,93
JW Velly,5NtHj31W5ApK6xZtnco9o0,-1,-1,1140,93609,56,3869864,-1,-1,0,0,91
A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,-1,-1,6695601,17008614,49,711228600,2016-09-16,71,8,647,89
Billy Corgan,12B5JK11NOP7OQ9Fxjrpx2,https://instagram.com/williampcorgan,-1,42781,1595,2,36851,-1,-1,0,14,10
"Fear, and Loathing in Las Vegas",5iZSZ19Lnt6iQTDITRF7Mn,-1,-1,232033,549740,16,42725080,2010-11-24,141,7,2,90
Mha Iri,5VMXbzLVkLd4Cq4rBzx4T3,https://instagram.com/mha_iri_official,-1,5876,247097,20,2680111,2019-08-02,36,2,28,93
Josh Abbott Band,2EJ5MRZCzpHSSNNEpTx9Kb,https://instagram.com/joshabbottband,https://en.wikipedia.org/wiki/Josh_Abbott_Band,233074,1685277,14,39827362,2010-02-16,150,6,44,88
RMT,7xkWWYrajypGr7Kq04zgA7,-1,-1,272,47958,1,2438306,-1,-1,0,1,92
Los Huracanes del Norte,2wmwGWrqRizLaSEYrm5dzZ,https://instagram.com/loshuracanesdelnorte,https://en.wikipedia.org/wiki/Los_Huracanes_del_Norte,1605424,2495755,12,54020376,2021-01-27,19,66,16,93
Ms. Toi,5h6zIU8cm6UzAaHsjXmNKl,https://instagram.com/mstoithatreal,https://en.wikipedia.org/wiki/Ms._Toi,1665,1209,28,56512,2014-01-07,103,13,50,26
beastkiller0843,6Ib83NjClM9bx0eIBUK5Xj,-1,-1,385,69593,1,1573979,-1,-1,0,0,93
SBK,3xwKCpbc3nMeh9ajAy7DQp,https://instagram.com/sbk_dubs,-1,704,3439,15,99736,-1,-1,0,26,49
Zdot,3Vg8iAEbLFGTO3ZqPtlIsN,https://instagram.com/ZdotProductions,-1,7678,485768,53,25929576,2012-06-01,122,12,21,92
Sasho Zver,07sUPOAd4jeDg2Ptg9bGaW,https://instagram.com/sashoguitarist/,-1,130,1789,1,53979,2009-08-15,156,2,0,20
DCG BROTHERS,7MP0JM4me8DNocS55hbd2J,-1,-1,5306,45612,14,841409,2022-04-08,4,1,2,92
Jovanny Cadena Y Su Estilo Privado,0aaYORc6Zmp1SCXhRRDwNW,https://instagram.com/jovannycadenaoficial,-1,768810,2248331,30,60330619,2017-06-16,62,9,8,93
GDucky,3T3DOlgOEkr243zdzFCrXW,-1,-1,11829,84274,7,2831740,-1,-1,0,13,92
The Plot In You,1cJ5tVoeAEFcZBAwSZ0CtF,https://instagram.com/theplotinyouofficial,-1,231357,1922703,3,114996391,2011-04-18,136,6,3,93
(CGM) TY,1UwKmyN6dKhzFNKSL3PgPG,https://instagram.com/ty.cgm/,-1,5025,575819,10,86030480,-1,-1,0,16,91
KCM,2cijK40RWU3ouFUnwW8v3K,-1,-1,31407,79566,24,1766476,2004-09-07,215,8,36,91
James TW,0B3N0ZINFWvizfa8bKiz4v,https://instagram.com/jamestwmusic,https://en.wikipedia.org/wiki/James_TW,1152945,5573391,17,545929059,2019-04-26,40,2,477,93
Onething Live,3T6MQugN3SnovyHgr7PLUa,-1,-1,9940,44505,0,1739671,2010-05-01,147,5,0,92
Jim Cummings,3OIPwMAZipDCLQwHmxS5EG,-1,-1,12734,755886,3,49334233,2017-02-14,66,2,24,92
Xhronos,0kFKqlteyYbzDPGKIOocrv,-1,-1,23,244,4,132603,2021-10-10,10,1,0,0
V Don,2uzaOMszD2lvSWPKjaYaTq,https://instagram.com/vdonsoundz,-1,15347,207093,33,7757296,2020-09-04,23,29,5,88
ZVMVR,7jxKBuB4f1YfxoZ6eNcTuf,https://instagram.com/zamarvelezzz/,-1,69,3094,3,46491,-1,-1,0,5,22
David Oistrakh,7o2OjTu0Ls0xiWl3RzjdVp,-1,-1,33130,91538,5,4076197,2021-09-03,11,138,343,93
Wakin Chau,6wcIBaOvA9XNGgPujYZZ7L,-1,-1,126124,308885,9,7971789,2003-01-15,235,41,160,92
Kenia OS,31VFEohvhOUKrtAONEBhMG,https://instagram.com/keniaos/,-1,2000189,3776155,33,31590681,2022-03-24,5,1,47,91
Wck,0OpxdOpf4UTf8enNWZ03Ot,-1,-1,152,2137,0,273547,-1,-1,0,3,50
Mzlff,56wiPFJN2Z1PG1N8hGNYaD,-1,-1,9789,19612,23,381497,2019-09-30,35,2,6,92
Quratulain Balouch,5r3gdJkUB4oAcnuIGXEB7q,https://instagram.com/qbalouch/,https://en.wikipedia.org/wiki/quratulain_balouch,189815,455726,15,3539141,-1,-1,0,11,92
Myles Kennedy And The Conspirators,1J0FSEQhWSMHcYqaapIjY6,-1,-1,19132,134643,3,5631962,-1,-1,0,20,88
Mr.Kitty,0pWwt5vGNzezEhfAcc420Y,https://instagram.com/mrkittydm,-1,370614,6076508,7,309472121,2011-12-30,128,8,22,92
Agua Marina,5ZAR5Usb11xw4KENbEE8uZ,https://instagram.com/aguamarinaoficial/?hl=es-la,-1,1208958,708337,5,16981841,2009-01-01,163,25,10,92
Xtract,24Czv2dNQjRYh7thO4y2re,-1,-1,1278,64073,2,2712696,-1,-1,0,2,93
GothBoiClique,5P798sMaycWbuAO8vxfLFK,-1,-1,19542,24384,1,1664324,-1,-1,0,0,93
Overkill,0NmYchKQ8JIR9QHYJA0FRe,-1,-1,466931,239799,2,9362117,2007-10-09,178,26,75,89
GT_Ofice,0KdM0f9BzAkPzHFxxnn2tS,https://instagram.com/gt_ofice,-1,2603,438706,22,2843759,-1,-1,0,0,94
The Piano Guys,0jW6R8CVyVohuUJVcuweDI,https://instagram.com/thepianoguys,https://en.wikipedia.org/wiki/The_Piano_Guys,1225733,1433627,34,93072754,2013-05-03,111,12,29,90
Trick Daddy,12FHARd9fY0Tu0ila4Ua25,-1,-1,899466,1706686,15,116400628,2000-02-04,270,14,218,90
Malik Elijah,1go10OxHP4fyGsyWfJcFEh,https://instagram.com/malikelijahh,-1,4604,113459,29,1744745,2018-05-12,51,3,20,92
Mi$HNRZ,1pnscOsCDX2GTRnmxT1l1C,https://instagram.com/mishnrz,-1,8018,147514,17,1581655,-1,-1,0,4,92
RRAREBEAR,3CodOUadRrQoRrbcPIGLWm,https://instagram.com/rrarebearbeats,-1,1619,25209,104,1460033,2016-02-10,78,6,17,92
Mia Pfirrman,1J41DPq09UJRlSdeGDRKiH,-1,-1,2801,32916,6,1921139,-1,-1,0,57,92
Llewellyn,61MAx7qEOF3nonLvS6mxFm,-1,-1,21169,95946,40,3368095,2015-04-20,88,109,164,96
Water Sound Natural White Noise,79Xztd6s33dW9S4V0f4NsQ,https://instagram.com/t.rel.music,-1,2867,127377,33,152554451,2022-08-16,0,1866,0,96
Neck Deep,2TM0qnbJH4QPhGMCdPt7fH,https://instagram.com/neckdeepuk,https://en.wikipedia.org/wiki/Neck_Deep,761201,2537487,20,68681371,2012-09-11,119,6,1,88
Dj Yo!,7iTLGcddv1bOPirdYJjKVy,https://instagram.com/djyo_official,-1,70161,5259049,3,426771947,-1,-1,0,0,93
Oiki,5zOAmDnZqXZwqLt3JXqrRB,https://instagram.com/oiki,-1,6387,31767,9,4465849,-1,-1,0,7,88
iE-z,5lB3aGr55jbVEaUu4nI0S9,-1,-1,277,463,7,247280,-1,-1,0,8,5
432Hz Orbit Energy,2LcXL1PtpgXKZR5f7Esvk3,-1,-1,2084,58840,3,475985,2021-02-02,18,10,0,96
rdgbeat,6ci4qB6s8r709bmmyc2thH,https://instagram.com/rdgbeat,-1,624,19466,11,202915,2019-03-21,41,5,2,97
Mazzy Star,37w38cCSGgKLdayTRjna4W,-1,-1,745462,3654052,5,242909807,1990-05-21,387,4,99,91
Ljuba Alicic,3BY996yjtrH0Ybln1TuH1Y,-1,-1,36001,63581,14,1656122,2020-08-14,24,44,185,94
Gqmoody,7CbxHX20EWmFKYZsngei2T,-1,-1,165,386,2,38814,-1,-1,0,0,5
Hbkbanz,4dPzXJAd1oMiBc5E9Bokq7,https://instagram.com/hbk_banz,-1,541,9351,9,2164065,-1,-1,0,0,75
SNUPE BANDZ,72ltK39qT3DgtiCZgOAaGs,-1,-1,6104,315556,12,5336828,-1,-1,0,11,93
UB40,69MEO1AADKg1IZrq2XLzo5,https://instagram.com/ub40official,-1,2033601,6960471,5,447661928,2008-12-30,164,26,260,92
VCATION,4yrQ7wOi2oRjmfW86WWJco,https://instagram.com/vcationmusic,-1,1690,64738,7,5260032,-1,-1,0,5,90
Sturgill Simpson,3vDpQbGnzRbRVirXlfQagB,https://instagram.com/sturgillsimpson,-1,642491,1592342,3,39159526,2013-06-11,110,7,90,88
Brian the Sun,5CVx8gIHxBaYMuQVXr8ogM,https://instagram.com/brian_the_sun_official/,https://ja.wikipedia.org/wiki/Brian_the_Sun,48951,201081,19,20238321,2013-06-05,110,6,0,93
Ikebe Shakedown,5ABBZoXY5r0UL1txACjinb,https://instagram.com/ikebeshakedown,-1,32632,362605,11,4609801,2011-06-07,134,4,4,92
fromis_9,24nUVBIlCGi4twz4nYxJum,https://instagram.com/officialfromis_9/,https://en.wikipedia.org/wiki/Fromis_9,790802,1405776,14,29610047,-1,-1,0,1,92
Rromarin,4JEwT8UJ2ihmM7xWjrtPqP,https://instagram.com/rromarin,-1,768,422619,11,4108038,-1,-1,0,19,90
'Lgado,59S989zTq7dJgf3fjud6Ma,https://instagram.com/lgado2bz,-1,5106,5923,35,252498,2017-12-20,56,5,5,50
VROMANCE,5YPW3OmiqnqnQaFjloAvA7,-1,-1,46816,144972,19,13739796,-1,-1,0,2,91
Crowder,39xmI59WrIMyyJjSDq6WCu,https://instagram.com/crowder,https://en.wikipedia.org/wiki/Crowder_(musician),326005,1189921,18,50356360,2014-01-01,103,8,153,91
DJ Many,1es66fgd1orsO07SSH5VNx,https://instagram.com/djmany,-1,108177,105268,3,12829183,-1,-1,0,0,5
Kristolyn Lloyd,31Rv7Yk0rBrYdQ0ELNZDaR,-1,-1,424,599496,0,84892865,-1,-1,0,5,89
ienourademanbougasinderupi,3TZxC7P7rKaeZJarREQslW,-1,-1,6150,5662,3,105319,2010-11-02,141,7,0,52
zxch.,1zuECMB24HSnqEHB6j8nDG,https://instagram.com/zxch_lofi,-1,122,14595,10,53288,-1,-1,0,0,44
NDPeeps,1BhtFoW6keQNCZBQEDFmmT,https://instagram.com/ndpeeps/,-1,2419,133250,7,2386932,2021-06-11,14,1,1,94
Cj Beatty,2b58S7ZT8JzVscUiE3qu5y,https://instagram.com/cjbeatty44,-1,2770,4196,11,123155,2017-01-13,67,1,0,69
FCG Heem,6GSZ8C4Dyu5VsGz16jAgPC,https://instagram.com/fcgheem,-1,21399,216411,30,1346492,2020-04-10,28,2,46,92
Z-Girls,4v3XTsEsEYpky647vLBR0d,https://instagram.com/zpop.project_official,-1,23758,18582,3,1726246,-1,-1,0,1,50
DTheFlyest,5k3KbrfdrZTfasGvrebyzr,-1,-1,9195,57060,12,11784139,2020-12-18,20,2,27,91
EO,0M42FTSaBb8W0laID5CR0U,https://instagram.com/eocrossover,-1,129739,693239,16,112365917,-1,-1,0,15,89
White Noise Babies,7DCv5iEOfzc6EEe4GbFcOM,-1,-1,4037,39135,1,294524984,2022-08-16,0,1873,0,96
YDKM,3nc8vGj3L8EOnnUrc21mZi,https://instagram.com/ydkml0l,-1,416,3303,16,30356,2022-07-20,1,1,8,67
Tweeday,6X94tEGcPVz8dyYUZqUHWj,-1,-1,5848,71762,28,894087,2017-11-16,57,3,45,92
Megadeth,1Yox196W7bzVNZI7RBaPnf,-1,-1,4169356,4895841,6,205313818,2011-10-26,130,32,43,89
TCM,26JDxOz4FrVBX1AquFCzdp,https://instagram.com/tcm_media/?hl=nl,-1,4730,389536,34,4439501,-1,-1,0,18,92
Uamee,1zBfiaC9hWHLUDZrbWm5FH,https://instagram.com/uameeYT,-1,58207,169614,101,6081170,2017-07-31,61,1,9,90
Cosha TG,7MnjIprFDumi6FjVBXPJM6,https://instagram.com/coshatg,-1,3534,29392,19,2287651,-1,-1,0,24,89
Adam Levine,4bYPcJP5jwMhSivRcqie2n,https://instagram.com/adamlevine,https://en.wikipedia.org/wiki/Adam_Levine,958612,3466932,9,297543792,-1,-1,0,180,91
Rick Ross,1sBkRIssrMs1AbVkOJbc7a,https://instagram.com/richforever,-1,6165680,11784913,65,782957636,2012-01-01,127,15,1022,90
MkBr,1RSNXqCOEBQO3TLipKENnN,https://instagram.com/Mkbrmusic,-1,32,31160,8,46998,-1,-1,0,2,47
Purity Ring,1TtJ8j22Roc24e2Jx3OcU4,https://instagram.com/purityring,-1,572602,787375,15,74373301,2012-07-23,121,4,7,84
Vladimir Spivakov,24o3OUQvNiz3IY9DQhFhnF,-1,-1,1605,137263,4,7970111,2015-01-13,91,33,267,91
Ian Noe,2TEpPi5SFalflhpcQHq3lB,https://instagram.com/iannoemusic/,-1,39897,532758,4,14522994,2019-05-31,39,2,0,92
Montana of 300,74dMZMvy8P27oPqnprnvBb,https://instagram.com/montanaof300,https://en.wikipedia.org/wiki/Montana_of_300,731592,421667,28,48700066,2014-12-01,92,10,45,86
efehan,3bcfYUNfHrVP6021RT0V3r,-1,-1,903,198743,9,7512629,-1,-1,0,0,94
UZ,2hndbDJCfHwD1o2ZTzKLMo,https://instagram.com/balltrapmusic,-1,53032,131269,36,6862808,2016-12-09,68,8,46,89
Fhisly Juli,2BzPZMmOUfgnjRRaxwboGn,-1,-1,4,6303,0,33246,2020-12-09,20,1,0,26
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,https://instagram.com/lanadelrey/,-1,17489744,27511262,42,692736210,2012-01-30,127,11,531,90
JKriv,1E7Z1EQlB22dXWNzsAxY0K,https://instagram.com/jkriv,-1,5457,111895,41,1439636,-1,-1,0,103,92
