Name,ID,Instagram,Wikipedia,SpotifyFollowers,MonthlyListeners,Singles,TopTrackPlays,EarliestAlbum,MonthSinceRelease,Albums,AppearsOn,DiscoveredOn
Action Bronson,7BMccF0hQFBpP6417k1OtQ,-1,-1,719651,1847426,15,133641258,2011-11-22,129,9,135,86
Xysma,756A3jsp3xunGsWkJl5slM,-1,-1,3443,2344,0,33190,1992-01-01,367,5,0,24
ZTAR MAGIC,0OqPEpGhuIIKqecOxmJVZQ,https://instagram.com/ztar_magic,-1,249,1751,9,44056,2022-06-17,2,1,0,1
PC Music,1rPjmfDQIIm3E0GHKegav8,-1,-1,3561,1327,2,163517,-1,-1,0,0,12
Tchaikovsky Chamber Orchestra,4z6sxyornu49GCyVArDrT9,-1,-1,655,25754,0,1963252,-1,-1,0,11,56
vlows,1I8vSPgZriud0yvXK55JHt,https://instagram.com/vlowsmusic,-1,866,206249,27,1605751,-1,-1,0,1,93
Opus,5pf1217gT8zcjOFc7oMi47,-1,-1,45329,2223525,25,136725357,1988-12-30,404,7,13,92
QG The Realest,16Fq03Cj0k989sGbmqKJZy,-1,-1,2,183,3,30554,-1,-1,0,3,0
Egil Nielsen,0oZuyZXAZ8zvY3ygyApIHf,-1,-1,196,98087,2,11033313,-1,-1,0,0,96
Quando Rondo,4IprNlQiJZUUJhDl0fL2SL,https://instagram.com/quando_rondo,https://en.wikipedia.org/wiki/Quando_Rondo,1999743,1255625,41,79420250,2018-05-29,51,6,109,91
Klaus Nomi,1uFG5Tg7iA7wd56RchxvWw,-1,-1,39870,45139,4,1706886,1981-09-08,491,3,2,89
D'lourdes,4DGSCZ8yFmmwDfxFJIM6Bh,https://instagram.com/danielle.troiano,-1,8402,110912,0,1658991,2022-05-07,3,1,0,95
Burden,7eKJvTFjE6m6199fa1RCYo,https://instagram.com/Burdenworld,-1,54221,296318,63,6219886,2011-05-13,135,10,39,90
Equipo Renovado,2ZQNO1fiVzZDZ6Y08TpvVF,-1,-1,1074,30381,15,310453,-1,-1,0,0,95
Iration,0q9lPhJHW5R9J7RXIJRbTk,-1,https://en.wikipedia.org/wiki/Iration,355613,1141520,24,61658067,2007-01-01,187,8,14,87
Nrg Band,7lpytP7nwlQ5Af05Hpo1al,https://instagram.com/nrgbandofficial,-1,27379,100369,28,2752069,2005-07-01,205,3,6,92
Jvlee,0zvMVbwhIFot54V60Se7xU,https://instagram.com/__jvlee__,-1,161,1801,7,152071,-1,-1,0,0,31
K'Jon,7KTMw4g3OqEh9Jz1HmF7bo,-1,-1,40892,157303,13,7340646,2009-01-01,163,3,7,89
Mike Floss,1NGIcWzf6Ucy1PTZvxA1vm,https://instagram.com/mikeflossmusic,-1,10534,40103,22,1558149,2015-11-03,81,2,21,85
Okvsho,30b8dNhkUcfPVsDbwyXlC9,https://instagram.com/okvsho/?hl=de,-1,11215,292760,10,2628441,2020-09-25,23,2,4,92
Emmit Fenn,3VVLqeEqQQqTgT8YhfY9Z6,https://instagram.com/emmitfenn,-1,149197,2830547,47,29390672,2017-06-21,62,4,37,93
Jane's Addiction,02NfyD6AlLA12crYzw5YcR,https://instagram.com/janesaddiction,https://en.wikipedia.org/wiki/Jane%27s_Addiction,1195812,2311684,2,95216660,1987-01-01,427,9,266,90
Zdenek Lemelin,7z8fwNUZFxgizWrG2GDQt3,-1,-1,263,43536,2,18307510,-1,-1,0,0,94
4cf,5F8W0OumEjkf9TpqrzvnTL,https://instagram.com/4cfear,-1,1727,23020,11,538699,-1,-1,0,20,94
Ld Melody,59uMHHUxi1aKAwEat1GHVN,https://instagram.com/ldmelodyoficial,-1,38396,4184,37,1859359,-1,-1,0,0,0
Lloyd,1Xfmvd48oOhEWkscWyEbh9,https://instagram.com/curlyheadedblackboy,-1,1962239,4580049,19,175911217,2004-01-01,223,6,226,91
RJtheGiant,3eByuO28GrXJolMYqBFbrL,-1,-1,10,76478,1,1711606,-1,-1,0,0,22
Yung Lean,67lytN32YpUxiSeWlKfHJ3,https://instagram.com/yunglean2001,https://en.wikipedia.org/wiki/Yung_Lean,774960,3771038,26,183122862,2013-08-16,108,9,27,89
Wreckx-N-Effect,6lLYZf9GpSq6Pf09g2N2xK,-1,-1,118503,374076,0,30905023,1992-01-01,367,2,14,93
Urban PC,2VozQvub1wORD3oQzUSwLY,-1,-1,43,121,2,216894,2017-11-18,57,1,0,2
Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf,https://instagram.com/notcarseatheadrest/,https://en.wikipedia.org/wiki/Car_Seat_Headrest,512209,1261983,18,44790606,2011-03-26,137,10,2,88
Psychostick,2kfVqdz3lJshqH9GUHhtMr,https://instagram.com/psychostick,https://en.wikipedia.org/wiki/Psychostick,124087,236938,16,7275076,2003-05-16,231,6,1,89
dfv,7Aa861IiPrarKU8SkwABWc,-1,-1,19,1943,0,122639,-1,-1,0,2,16
RTB Capo,0lvldQN1mrkTUWEpkRKgSN,-1,-1,207,4185,8,54224,2022-07-22,1,1,9,49
After The Burial,0uNj4RxFjG0iVPlZS753en,https://instagram.com/aftertheburial,https://en.wikipedia.org/wiki/After_the_Burial,254990,364678,1,32529444,2006-04-01,196,7,0,87
Why Don't We,2jnIB6XdLvnJUeNTy5A0J2,https://instagram.com/whydontwemusic,-1,3289762,9421683,46,303895946,2018-08-31,48,2,352,92
KMays,2VTLKU8cAZDr5JuZ7HS4BA,-1,-1,215,61589,5,1990806,-1,-1,0,0,95
Oquestrada,2nkC6feEx6dZ4SzATcCmf1,-1,-1,12025,16880,0,495682,2010-06-04,146,2,3,90
Mike Dimes,6rIaHuCIUu32uj2CjlEBN3,https://instagram.com/mikedimes,-1,127303,2841534,8,32331542,2021-05-08,15,2,5,92
Nine Days,306JHpIRGVaQd6OltnOzUO,-1,-1,85757,1381412,3,110758137,2000-05-16,267,4,5,93
The Big Bopper,2gNK2HAaLVz5DZoD2moDQj,-1,-1,108235,423170,0,22876488,1958-01-01,775,2,5,93
Kemba,0oZASNXz7lmZGoXFh8GnZM,https://instagram.com/kembaland,https://en.wikipedia.org/wiki/Kemba_(hip_hop),35306,255454,22,11810665,2013-08-26,108,3,25,90
Hloy,6PlfrUehMgLpBPdqVTuhSL,-1,-1,8161,84110,3,2644070,-1,-1,0,4,92
RM47,5HPjPH8s4bbWJ42q818LGL,https://instagram.com/rm47rm47rm47,-1,228,33522,3,420981,-1,-1,0,0,95
Dmitri Shostakovich,6s1pCNXcbdtQJlsnM1hRIA,-1,-1,327530,1376618,108,31898895,2022-05-20,3,699,317,94
Aeralie Brighton,6lM6rCctpuMEtpFTGaQbAM,https://instagram.com/aeraliebrighton,-1,1967,35963,10,2433610,-1,-1,0,17,69
JWS,1KElVV8FjjrkNpplxCRuME,-1,-1,825,29018,1,217694,2020-04-22,28,2,1,95
Lave,5EA4MDPkAtu1hrHhgM8tWK,-1,-1,34,54024,3,3481352,-1,-1,0,0,45
Santa RM,30BSBWLKnYJION1lCPugXc,-1,-1,535148,1327453,60,26195134,2008-02-01,174,9,46,91
Muscadine Bloodline,0EyZDKtc41e4A3a3v69MxD,https://instagram.com/muscadinebline,-1,135780,1999258,39,63810227,2020-09-25,23,2,0,92
Bnova,3tspzbE1uZcyFx0xWJo64w,https://instagram.com/bnovaxdreamy,-1,27,880,4,77513,-1,-1,0,0,1
Zdeněk Simane,0uukSl7qWvPbFIzrmtgQmk,-1,-1,4,4929,0,411142,-1,-1,0,36,18
FMF Gamo,6K3xS4FQb9KHXv27IWH5lu,-1,-1,61,3937,9,127335,-1,-1,0,0,16
Looking Glass,5jJN1nmKXzRjodMl1THQeI,-1,-1,67405,2703767,2,254721672,1972-12-30,596,3,15,91
Vtamyni,5UHbqXftciVwE4dJRqh5om,-1,-1,3,649,1,21222,-1,-1,0,0,0
ONI INC.,1dW38AxhFH7xZjV7o3p3l4,https://instagram.com/oniincteam,-1,50997,249629,109,4062805,2017-11-23,57,7,86,92
Phonk Killer,4Xpfcr6PHXIPeoCBlXNwtC,https://instagram.com/phonk_killer666,-1,59165,1722219,33,19054079,-1,-1,0,4,94
Xdinary Heroes,1khChLj7REGqjM043PlYyn,https://instagram.com/xdinaryheroes_official,-1,398728,1097787,2,24739774,-1,-1,0,0,94
Village People,0dCKce6tJJdHvlWnDMwzPW,-1,https://en.wikipedia.org/wiki/Village_People,485399,4295229,5,258720499,1978-12-30,524,7,20,93
Yus Gz,3RMAZkh3T3IO2EUMuZMlOE,-1,-1,17233,191589,19,1877379,-1,-1,0,5,94
PBG Kemo,5FwZntbCLeOf3iMsr9m1sA,-1,-1,435,5791,3,221467,2020-08-04,24,2,0,30
TKKG,61qDotnjM0jnY5lkfOP7ve,https://instagram.com/tkkg_official,-1,180394,189972,100,293295,2020-11-20,21,31,0,98
The Backseat Lovers,6p2HnfM955TI1bX34dkLnI,https://instagram.com/the.backseat.lovers/,-1,272856,3971019,7,165303906,2019-01-27,43,2,0,93
Xbeat,4atRX83YAs8iutCgcEm7CS,-1,-1,26,9432,0,3633174,-1,-1,0,28,93
DSturdy,48CSXing30cr4yPfwtcvcC,-1,-1,202,67478,1,341819,-1,-1,0,1,94
NQ Arbuckle,0UXWUsqoGhYC4sCiEe7tEk,-1,-1,1433,7245,1,292979,2002-11-05,237,5,2,40
G-Bo Lean,6QI41kOWTHVyegc7LHdBD4,-1,-1,23387,24524,24,633204,2019-10-20,34,1,24,90
Nino Rota,0RYyGExpy57GLGa1GtFoVo,-1,-1,94416,1081738,36,6051327,2019-12-27,32,95,637,95
Hechizeros Band,4xqrGV8Uw2Jv3RLGnWFFqx,-1,-1,71430,541231,10,35519061,1999-12-30,272,8,50,94
Yppah,3Gaqw2nGyE7yM3rcRSzE3U,https://instagram.com/_yppah_/,-1,65309,307070,21,11993627,2006-11-20,189,5,16,87
HKE,7hRT5X8T2Dexcv7whFC804,https://instagram.com/lucidhke,https://en.wikipedia.org/wiki/2814,8755,10054,11,355451,2020-07-08,25,30,39,92
Zvne.,5DfLUAljdVjFcgoZbZqr50,-1,-1,78,8037,3,327229,-1,-1,0,0,2
Zhané,6cjSmkVvMvyE6tCAo1M9Is,-1,-1,272801,840912,3,63766097,1994-01-01,343,2,50,91
LANDMVRKS,6G43CiunIxMwb2tQ12vNP6,https://instagram.com/landmvrks,https://fr.wikipedia.org/wiki/landmvrks,113460,476749,9,10172303,2016-05-10,75,5,9,91
A R I Z O N A,7hOGhpa8RMSuDOWntGIAJt,https://instagram.com/thisisarizonamusic,https://en.wikipedia.org/wiki/Arizona_(US_band),390578,2667848,23,214992204,2017-05-19,63,2,21,89
TK N Cash,0BuvqDNQaCHcKJLCbK0M3P,-1,-1,27781,60908,4,27222516,2012-04-24,124,1,19,88
Adelitas Way,1ZjAT2nTrzDIXFfsQ2hWJk,https://instagram.com/Adelitasway,-1,322323,1393505,27,61516663,2009-01-01,163,8,3,88
Al James,2G7VQ1kVhVfNagytlousgm,-1,-1,781748,1485742,15,43960808,-1,-1,0,12,94
Canserbero,1wGIhYkKWSq4yACtTkCkSX,-1,-1,4859876,3078599,5,143073581,2008-12-30,164,6,45,90
Xavier Wulf,3uo0ix4Y67XHVWBhXXIY1S,-1,-1,521815,2295535,35,89038473,2014-10-30,94,12,43,88
XTCVIBES,1w1W08anuKT5HRl9Oa0te8,https://instagram.com/xtcvibes_,-1,25,298,7,120153,-1,-1,0,0,0
Los Ángeles Azules,0ZCO8oVkMj897cKgFH7fRW,https://instagram.com/angelesazulesmx,-1,6113613,11474331,28,322790535,2013-01-01,115,19,724,93
Mitski,2uYWxilOVlUdk4oV9DvwqK,-1,-1,3481163,9471254,8,318854562,2012-01-31,127,6,5,91
Rhove,44DWomjW1oDuxIoBIRpmQ4,https://instagram.com/rhovelaprovince/,-1,248977,4038448,12,74636103,2022-07-21,1,1,22,93
XWOND,6sRzLtxCBCC0RCGsLNkd1g,https://instagram.com/xwond_,-1,41,15734,1,394330,-1,-1,0,5,94
Zvonko Bogdan,4IqcZ2xhLPekx9SOU4luvi,-1,-1,3797,17131,1,190528,2006-12-30,188,13,49,93
MBNel,2aqdy2BLMhGFHhRb1ZbDCF,https://instagram.com/nellynelmb,-1,63077,632992,41,14199534,2018-01-19,55,10,77,91
FCKYOUFIFTY,0vHV3wHKM1fEfBzyF7Ypoo,-1,-1,44,490,1,177868,-1,-1,0,3,3
YUI,5WBO8UyOuJ1l7ZBqqBimpO,-1,-1,405709,1303686,28,63094774,2006-02-22,198,7,16,91
Astrud Gilberto,5rX2c1zow6hCph8PnnU3kF,-1,-1,191442,1386855,3,58827946,1971-12-30,608,20,313,93
Black Soprano Family,3s7WzrEs4FkNObqj4WyfQm,https://instagram.com/blacksopranofamilyrecords,-1,11426,191189,3,1029445,2020-07-31,25,1,0,92
Kings (MHM),64bkd3Cql2VeQBIfl5tjCC,-1,-1,10093,104590,2,17813256,2011-08-30,132,1,0,92
Los Enanitos Verdes,4TK1gDgb7QKoPFlzRrBRgR,-1,-1,3092744,8159591,5,386796753,2006-10-31,190,28,600,92
NR5,53lGiExDwYu92HFYcYTule,https://instagram.com/Nr5.official,-1,569,13772,1,24004,-1,-1,0,0,13
The Doors,22WZ7M8sxp5THdruNY3gXt,https://instagram.com/TheDoors,https://en.wikipedia.org/wiki/The_Doors,6811358,9116320,10,306432231,1978-12-30,524,19,219,90
ztbeeenrichh,2PsbdFmOjf8lslx0kiSQCn,https://instagram.com/ztbeenrichh/,-1,148,26832,5,227925,-1,-1,0,0,94
Alex Zurdo,0WI8OfWCRvK4nGHmKfFQmd,https://instagram.com/alexzurdomusic/?hl=es-la,-1,1289441,1015886,50,22600183,2008-06-30,170,14,80,91
Kanales,6tV9ApzzUMjXsFNHpgZmvA,https://instagram.com/kanalesoficial/,-1,464284,1008984,38,16799549,2015-12-30,80,8,2,92
Bobby Shmurda,34Y0ldeyUv7jBvukWOGASO,-1,-1,1349839,3052475,12,398474194,2022-08-05,0,1,19,89
Ian McConnell,4cnccBVC82QHFHuOVxzqM1,https://instagram.com/ianmcconnellmusic,-1,40266,227892,38,1642610,-1,-1,0,0,92
Nicky Youre,7qmpXeNz2ojlMl2EEfkeLs,https://instagram.com/nickyyoure/,-1,49500,17758935,8,218715209,-1,-1,0,0,96
Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,https://instagram.com/kelseaballerini,-1,929778,8383138,22,534432520,2015-05-18,87,4,30,92
Mtbrd,6vXJ4kIg2HlqsSfX3S1RHV,https://instagram.com/mtbrd,-1,19713,158622,8,3939162,2013-01-20,115,3,1,92
Scripture Lullabies,2bBRxQ6hEba2rm64HLgFTo,https://instagram.com/scripturelullabies,-1,36260,55008,5,4873564,2009-11-21,153,6,0,94
Ubil Silva Y Su Quiubo Cuando,6sG0qBbxOIbNU9sFpQVkTV,https://instagram.com/ubil_silva,-1,1446,28368,5,125397,2019-01-19,43,4,0,37
Lhotse,5CFO1lbjoMQ8NqmjnKURx5,https://instagram.com/iamlhotse,-1,163,172414,8,1829779,2018-06-22,50,1,2,93
Willie Nelson,5W5bDNCqJ1jbCgTxDD0Cb3,https://instagram.com/willienelsonofficial,https://en.wikipedia.org/wiki/Willie_Nelson,1755430,5920870,21,176497928,2017-04-28,64,117,561,92
Sven Väth,5TQaBSTOSypp7S4jfSnN3F,https://instagram.com/svenvaeth_official,https://de.wikipedia.org/wiki/Sven_Väth,178177,174720,17,1902805,1992-05-15,363,10,14,93
Tame Impala,5INjqkS1o8h1imAzPqGZBb,https://instagram.com/tameimpala,https://en.wikipedia.org/wiki/Tame_Impala,5882898,18425032,16,1081696369,2010-05-21,147,6,224,89
Big Moe,4Yj490bi1KL0QpDnVOtHyr,-1,-1,248365,163523,5,5750089,1997-01-29,307,5,111,89
MvkeyyJ,1cb6wnb7TWYMH7FdMhTQhB,https://instagram.com/mvkeyyj/,-1,2348,32243,23,428080,2019-06-28,38,1,42,91
Zeal & Ardor,6yCjbLFZ9qAnWfsy9ujm5Y,https://instagram.com/zealandardor/,-1,149199,237167,7,6165471,2017-02-24,66,4,3,88
Mingmei Hsueh,2Z1JaXCxqUBOH0Zm2Eyrxq,https://instagram.com/mingmeihsueh,-1,1304,384949,2,62337610,-1,-1,0,0,97
Zhang Zhen Yue,6PNEi9i2MxUgRufqYr76Xt,-1,-1,121581,360508,6,17069792,1998-12-11,284,13,67,92
Alireza Jj,3tecdksDTajgP8xxkuDgyJ,-1,-1,91579,103490,21,2148363,2014-01-01,103,4,16,92
QONTRAST,2fgwJSu1i9JLiMsuabBLNH,-1,-1,5858,32295,29,958150,2017-08-25,60,1,6,92
Sybyr,4WVDlzQCHAIWzBP5iZwuOJ,https://instagram.com/sybyrwho,-1,68681,236222,37,10087599,2020-01-24,31,29,63,89
Kev Thompson,5W0jSDb5Woe76iOsi3YuIW,https://instagram.com/Kevthompsonmusic,-1,11858,94418,2,9617756,2013-09-10,107,3,0,97
AMG,66N53pjZxSlsUb8gxgmVvy,-1,-1,1370,1682,7,280206,2000-12-30,260,2,52,17
Yquzi,7g8X5z4CLRoy9IeZfT088p,https://instagram.com/yquzi,-1,541,1164,8,43699,-1,-1,0,4,2
Fink,2t9yJDJIEtvPmr2iRIdqBf,https://instagram.com/finkmusic,https://en.wikipedia.org/wiki/Fink_(singer),302839,1166434,48,87060318,2012-10-08,118,16,37,86
fp,5LoRKQtqvCSD5cTK3Nj2wu,https://instagram.com/fp.mcaf/,-1,34,10799,8,20998,-1,-1,0,0,43
Chimamanda Ngozi Adichie,2jmAsMZ9hdMfeyCLiBeCzI,-1,-1,1788,55,0,121914,-1,-1,0,4,0
Sound FX of Nature,27nw1ldFoK3yTpcm3BGKcs,-1,-1,30,177808,4,13283808,2022-05-31,3,30,0,36
Triple C's,6f6JuOZPACMc5Z3phFAc7A,-1,-1,22741,15388,1,457305,2009-01-01,163,1,5,34
Reivaj Ebol,0qzn5WRrlF1GhZi4Bf95Tz,-1,-1,99,321108,9,6191520,-1,-1,0,0,92
Barcelona Fans,1oiWHfVpgKbCjxxirCdsNa,-1,-1,555,4091,1,41920,-1,-1,0,0,6
Merkules,4oYZcPoj3q3DneXomtQBzg,https://instagram.com/merkules,-1,462059,850008,100,20865416,2012-09-21,119,9,175,87
Q.G.,4WR5LpbYrWloR9go8tfsnK,-1,-1,71,23561,0,669128,2007-04-10,184,2,0,44
FVTM,6W4T76Wfw2gOGw4irMxFpu,https://instagram.com/fvtm_official,-1,453,314881,13,1639156,-1,-1,0,0,94
Qvkata DLG,3NzS9UwrMG3x66aJzM2jKv,-1,-1,3592,4528,1,211586,-1,-1,0,8,56
Hwang Sang Jun,5MrVqhgBL9YjLnvFgYNVge,-1,-1,5311,157057,1,8380455,2007-10-19,178,6,18,94
Iyad Sughayer,3a56daV566X5srjmKNdj98,https://instagram.com/iyadsughayer,-1,212,55487,7,1007600,2019-11-01,33,1,5,96
Tzar,6oMBHWDRue76zAGaT8Rxw0,https://instagram.com/tzarsings,-1,1408,101962,9,12114062,-1,-1,0,56,91
Ssaliva,3pPIWa19bNbZaA4xNt81HB,https://instagram.com/_ssaliva/,https://en.wikipedia.org/wiki/Saliva,11239,30424,11,511981,2014-09-30,95,9,9,93
Paige O'Hara,7oavKrnYbTZPAPq7zCuipM,-1,-1,7859,734774,0,72151082,1990-01-01,391,1,22,95
DLD,7CwiLiC1S8B69RMPxbDb6S,-1,-1,711803,3037478,11,132741915,2007-05-05,183,7,12,90
khai dreams,0lawSNBxNgJFQYJnQzLH8c,https://instagram.com/khaidreams,-1,543386,2328980,32,178309284,2018-05-17,51,2,13,92
Los Chavos JG,3XfBJcaZz4UYOrsOb9Y7Pt,-1,-1,5448,25170,6,672185,2019-04-05,40,6,4,93
Spice Girls,0uq5PttqEjj3IH1bzwcrXF,https://instagram.com/spicegirls,-1,2852543,9718322,17,765563176,1996-01-01,319,4,662,94
Valley,7blXVKBSxdFZsIqlhdViKc,https://instagram.com/thisisvalley,-1,159171,2524923,13,48138870,2016-06-03,74,5,151,93
AJ Salvatore,5gLMXPUMc0uh9TedkRlng9,https://instagram.com/aj_salvatore,-1,5484,202346,23,10021769,2020-02-27,30,1,5,91
Laura Hackett Park,6ScYoRIa2PsNj7YZd030BV,https://instagram.com/laurahackettpark,https://en.wikipedia.org/wiki/Laura_Hackett_Park,36114,95352,10,1611520,2009-11-02,153,2,29,92
$VDFOREVER,0CgJU9U9OIevSiFHhFJkv0,-1,-1,1569,20037,20,1737206,2020-03-01,29,4,2,92
Nnena,0PpiNNCSKFjchmyHuCe0Pj,https://instagram.com/nija_gal,-1,2207,43743,9,1868973,-1,-1,0,1,93
FBG Clout Boyz,7tRV7NVAItT68l5y3sM5YV,-1,-1,936,5990,0,2061757,2013-12-25,104,1,0,45
Drill HQ,0QlUOxw7TJDP1MXIkYXp3h,-1,-1,858,61760,5,1871628,2021-03-13,17,1,0,94
NDR Radiophilharmonie,6i9KFEJuHq78nMsQxeB1vR,-1,https://de.wikipedia.org/wiki/NDR_Radiophilharmonie,1403,230570,16,2428275,2020-01-03,31,45,26,93
łtchi,1u5tO75DqAwIWMJNj1DG8v,-1,-1,3598,44428,19,2982267,2020-06-05,26,1,0,92
Outlaw,2pJGajElsjl8qbfsd17uED,https://instagram.com/jaredoutlaw,-1,49922,153488,7,9460977,2018-04-13,52,2,5,89
Besomorph,619CzMJPPWrCeZwx5qw6ko,https://instagram.com/besomorph,-1,92679,2806786,98,41188489,-1,-1,0,20,92
Don Xhoni,2z6t0UGq0WAM8X6zDeXKXj,https://instagram.com/don_xhoni,https://en.wikipedia.org/wiki/Don_Xhoni,109605,497661,20,11149883,-1,-1,0,0,93
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,https://instagram.com/avrillavigne,https://en.wikipedia.org/wiki/Avril_Lavigne,9028073,16389938,18,556927648,2002-06-04,242,8,128,91
CB,3yKIJWQ1SY3vzCTfBWAZ74,-1,-1,42037,365377,10,11445949,2019-12-20,32,2,8,91
salem ilese,3QJUFtGBGL05vo0kCJZsmT,https://instagram.com/salemilese,-1,266689,7232136,31,262519233,-1,-1,0,178,92
$cJ$,3ShcAUNT8YlF5OW7nBGDUb,https://instagram.com/Cjbivens,-1,539,441,1,1040739,-1,-1,0,1,0
Tracy Chapman,7oPgCQqMMXEXrNau5vxYZP,https://instagram.com/tracychapmanonline/,https://en.wikipedia.org/wiki/Tracy_Chapman,1338744,7614244,1,594219763,1988-04-05,412,8,28,93
Qxan,0WztWSl8XO4fnPDNYjyrKV,https://instagram.com/qxan89,-1,44,576,7,54247,-1,-1,0,0,2
Miguel,360IAlyVv4PCEVjgyMZrxK,https://instagram.com/miguel,-1,4154113,15984089,48,534495059,2010-11-26,141,8,152,91
Murphy Lee,07W0YfsvHM7Mw7Bq48Mb0A,https://instagram.com/Murphderrty,-1,170026,899998,48,99336803,2003-01-01,235,3,105,91
GMO Stax,7GCgSmqgis7c7z4ElZfTyK,-1,-1,4859,83965,28,362788,2020-04-30,28,4,11,93
Baggboi Qwan,3op4pxHK3KIYrB2bxtCbV9,https://instagram.com/baggboiqwan,-1,61,368,7,124205,2019-09-20,35,3,1,0
rx Soul,0YEGscCXpFGt72yQXy4aZD,https://instagram.com/rxSoulMusic,-1,2977,72350,43,3609934,-1,-1,0,7,93
Uquine,0vudR5YUdw35K6nfCXmTo6,-1,-1,1445,211,3,135964,-1,-1,0,0,8
QZB,7DrL4NTd8JcbCpxOvdCnV9,https://instagram.com/qzb.music,-1,11307,57584,24,2160330,-1,-1,0,20,93
X Lovers,1Hr5Adjkxh6ihfsoahOY38,https://instagram.com/xlovers,-1,31377,397403,15,12090744,2020-10-23,22,1,0,92
JMSN,6HCkJzbswOIc7Qc5TJ1n5l,https://instagram.com/jmsn,-1,196638,397207,14,13490675,2013-01-01,115,12,26,89
Yxng Dave,1zpptQ5p9E7oIfWsfNCf9n,https://instagram.com/yxngdave,-1,3897,85799,7,1222056,-1,-1,0,3,90
Oatmello,0YAkOkbeAPiS35qyouiM4O,https://instagram.com/oatmellofi,-1,18675,1297685,57,12220541,2019-01-03,43,17,95,95
Dharius,66RfYVdftqnuHRicyClgL0,https://instagram.com/dharius_bodharius/,https://es.wikipedia.org/wiki/Dharius,1569929,2616655,21,70293478,2014-12-09,92,3,5,91
Kyle Beats,1eadTmm6SEPsOzzcNx238B,https://instagram.com/kylebeats/,-1,19204,180863,12,1120621,-1,-1,0,1,91
After 7,4UPcJIhr5K5fPsm4itqT7E,https://instagram.com/after7music,-1,496225,456395,7,24485372,1989-01-01,403,5,7,89
Cameron Azi,6eGuRZs8HIfjgRPPkkD0Af,-1,-1,80725,253428,52,7433409,-1,-1,0,30,92
NSTASIA,2BBgFkNBBMln3m2G2Bm2bt,https://instagram.com/nastasiagriffin,-1,17318,107453,7,11843140,2017-11-17,57,2,8,88
Oberohn,6xkMXOTgxXp0H0xxv2D2vt,-1,-1,121,257505,2,11264641,-1,-1,0,0,96
Courtney Barnett,4OOlG5eBXSkSAAEeKjJb5Y,https://instagram.com/courtneymelba,https://en.wikipedia.org/wiki/Courtney_Barnett,529625,1099769,24,41251408,2013-12-30,104,6,20,87
FVLLXNTACO,3URovVmsGCLS3hsaiWQSg2,-1,-1,855,13700,6,225199,-1,-1,0,0,96
Izaya Tiji Archive,6f84QAdro9etUHHnUWgvAL,-1,-1,3680,19567,5,854714,2021-08-24,12,1,0,93
E'javien,6TzYQtrOUl0MDLDQfwAVm8,https://instagram.com/official_ejavien,-1,3026,15597,6,145281,2018-09-14,47,1,2,1
TJ O'Neill,4maVD6NJFM9n1U8z0Vd262,-1,-1,2425,290854,2,40475259,-1,-1,0,3,1
Jyoti Nooran,7ezZ4ix4QBrKkvxanGClFB,-1,-1,4255,450453,9,11332584,2013-10-12,106,3,43,16
Matthew Ifield,6yMqTedMPaztNCXt74pVMI,https://instagram.com/matthewifield,-1,39057,156535,10,1236111,-1,-1,0,0,93
BADBADNOTGOOD,65dGLGjkw3UbddUg2GKQoZ,https://instagram.com/badbadnotgood,-1,633003,3755618,21,92523389,2014-05-05,99,7,36,91
Juicy J,5gCRApTajqwbnHHPbr2Fpi,https://instagram.com/juicyj,-1,2901599,4864857,52,146037523,2016-07-11,73,22,595,87
Ajebo Hustlers,7oVwzvvrXEC8LbXhaNjTi4,https://instagram.com/ajebo_hustlers/,-1,92908,299546,15,4755993,2021-07-23,13,1,11,94
G-FRA,7LdCsy7Sw3iEbQj9KxcfB5,https://instagram.com/g_fra_1,-1,5052,2119,5,295571,-1,-1,0,0,19
TVXQ!,6nVMMEywS5Y4tsHPKx1nIo,https://instagram.com/tvxq.official/,-1,761229,476841,27,11127442,2014-01-06,103,25,11,89
Jessie J,2gsggkzM5R49q6jpPvazou,https://instagram.com/jessiej,https://en.wikipedia.org/wiki/Jessie_J,10239680,14267984,22,1064537383,2011-01-01,139,5,731,92
KTIZO,4iRmNYPp7K9YaLrQXohMPr,-1,-1,44,252968,0,2313534,-1,-1,0,1,95
T3NZU,5bgu60VOkifx3xadonzsgi,https://instagram.com/t3nzuprod,-1,22510,1390427,19,21721659,-1,-1,0,0,95
Obskür,29MTNlaVntQaQiDyj8KGwx,https://instagram.com/obskur_909/,-1,16669,867017,15,21196842,-1,-1,0,35,92
Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,https://instagram.com/whitesnake,https://en.wikipedia.org/wiki/Whitesnake,2467149,5474507,20,243113442,2018-10-19,46,29,224,92
Wage War,6bu7CtcOMWcS0BMq7snHW6,https://instagram.com/wagewar,https://en.wikipedia.org/wiki/Wage_War,330353,1218133,5,40082184,2015-11-27,81,5,3,89
Pvni,7m8XbZrzXCcLt6stk29P6N,https://instagram.com/pvni_durodeuropa/?hl=es-la,-1,6152,75857,38,518572,2019-06-21,38,1,6,94
